"Park_Name","City","Country","Year","Attendance","Type","Region"
"PLAZA DE SESAMO"," MONTERREY"," MEXICO","2021",0,"Amusement/Theme Park","Latin America"
"PLAZA DE SESAMO"," MONTERREY"," MEXICO","2022",0,"Amusement/Theme Park","Latin America"
"PARQUE MUNDO AVENTURA"," BOGOTÁ"," COLOMBIA","2019",11510000,"Amusement/Theme Park","Latin America"
"PARQUE MUNDO AVENTURA"," BOGOTÁ"," COLOMBIA","2020",3440000,"Amusement/Theme Park","Latin America"
"PARQUE MUNDO AVENTURA"," BOGOTÁ"," COLOMBIA","2021",6310000,"Amusement/Theme Park","Latin America"
"PARQUE MUNDO AVENTURA"," BOGOTÁ"," COLOMBIA","2022",7520000,"Amusement/Theme Park","Latin America"
"FANTASIALANDIA"," SANTIAGO"," CHILE","2019",1.1e+07,"Amusement/Theme Park","Latin America"
"FANTASIALANDIA"," SANTIAGO"," CHILE","2020",4300000,"Amusement/Theme Park","Latin America"
"FANTASIALANDIA"," SANTIAGO"," CHILE","2021",6150000,"Amusement/Theme Park","Latin America"
"FANTASIALANDIA"," SANTIAGO"," CHILE","2022",8500000,"Amusement/Theme Park","Latin America"
"THEME PARQUE NACIONAL DEL CAFÉ"," QUINDIO"," COLOMBIA","2019",10430000,"Amusement/Theme Park","Latin America"
"THEME PARQUE NACIONAL DEL CAFÉ"," QUINDIO"," COLOMBIA","2020",3210000,"Amusement/Theme Park","Latin America"
"THEME PARQUE NACIONAL DEL CAFÉ"," QUINDIO"," COLOMBIA","2021",4820000,"Amusement/Theme Park","Latin America"
"THEME PARQUE NACIONAL DEL CAFÉ"," QUINDIO"," COLOMBIA","2022",6260000,"Amusement/Theme Park","Latin America"
"PARQUE DE LA COSTA"," BUENOS AIRES"," ARGENTINA","2019",9680000,"Amusement/Theme Park","Latin America"
"PARQUE DE LA COSTA"," BUENOS AIRES"," ARGENTINA","2020",2630000,"Amusement/Theme Park","Latin America"
"PARQUE DE LA COSTA"," BUENOS AIRES"," ARGENTINA","2021",3950000,"Amusement/Theme Park","Latin America"
"PARQUE DE LA COSTA"," BUENOS AIRES"," ARGENTINA","2022",5140000,"Amusement/Theme Park","Latin America"
" TOKYO DISNEYLAND AT TOKYO DISNEY RESORT"," TOKYO"," JAPAN","2019",179100000,"Amusement/Theme Park","Asia Pacific"
" TOKYO DISNEYLAND AT TOKYO DISNEY RESORT"," TOKYO"," JAPAN","2020",41600000,"Amusement/Theme Park","Asia Pacific"
" TOKYO DISNEYLAND AT TOKYO DISNEY RESORT"," TOKYO"," JAPAN","2021",6.3e+07,"Amusement/Theme Park","Asia Pacific"
" TOKYO DISNEYSEA AT TOKYO DISNEY RESORT"," TOKYO"," JAPAN","2019",146500000,"Amusement/Theme Park","Asia Pacific"
" TOKYO DISNEYSEA AT TOKYO DISNEY RESORT"," TOKYO"," JAPAN","2020",3.4e+07,"Amusement/Theme Park","Asia Pacific"
" TOKYO DISNEYSEA AT TOKYO DISNEY RESORT"," TOKYO"," JAPAN","2021",5.8e+07,"Amusement/Theme Park","Asia Pacific"
" UNIVERSAL STUDIOS JAPAN"," OSAKA"," JAPAN","2019",1.45e+08,"Amusement/Theme Park","Asia Pacific"
" UNIVERSAL STUDIOS JAPAN"," OSAKA"," JAPAN","2020",49010000,"Amusement/Theme Park","Asia Pacific"
" UNIVERSAL STUDIOS JAPAN"," OSAKA"," JAPAN","2021",5.5e+07,"Amusement/Theme Park","Asia Pacific"
" CHIMELONG OCEAN KINGDOM"," HENGQIN"," CHINA","2019",117360000,"Amusement/Theme Park","Asia Pacific"
" CHIMELONG OCEAN KINGDOM"," HENGQIN"," CHINA","2020",47970000,"Amusement/Theme Park","Asia Pacific"
" CHIMELONG OCEAN KINGDOM"," HENGQIN"," CHINA","2021",74520000,"Amusement/Theme Park","Asia Pacific"
" SHANGHAI DISNEYLAND AT SHANGHAI DISNEY RESORT"," SHANGHAI"," CHINA","2019",112100000,"Amusement/Theme Park","Asia Pacific"
" SHANGHAI DISNEYLAND AT SHANGHAI DISNEY RESORT"," SHANGHAI"," CHINA","2020",5.5e+07,"Amusement/Theme Park","Asia Pacific"
" SHANGHAI DISNEYLAND AT SHANGHAI DISNEY RESORT"," SHANGHAI"," CHINA","2021",84800000,"Amusement/Theme Park","Asia Pacific"
" EVERLAND"," SEOUL"," SOUTH KOREA","2019",66060000,"Amusement/Theme Park","Asia Pacific"
" EVERLAND"," SEOUL"," SOUTH KOREA","2020",27600000,"Amusement/Theme Park","Asia Pacific"
" EVERLAND"," SEOUL"," SOUTH KOREA","2021",37100000,"Amusement/Theme Park","Asia Pacific"
" LOTTE WORLD"," SEOUL"," SOUTH KOREA","2019",59530000,"Amusement/Theme Park","Asia Pacific"
" LOTTE WORLD"," SEOUL"," SOUTH KOREA","2020",15600000,"Amusement/Theme Park","Asia Pacific"
" LOTTE WORLD"," SEOUL"," SOUTH KOREA","2021",24600000,"Amusement/Theme Park","Asia Pacific"
" NAGASHIMA SPA LAND"," KUWANA"," JAPAN","2019",59500000,"Amusement/Theme Park","Asia Pacific"
" NAGASHIMA SPA LAND"," KUWANA"," JAPAN","2020",2.4e+07,"Amusement/Theme Park","Asia Pacific"
" NAGASHIMA SPA LAND"," KUWANA"," JAPAN","2021",3.6e+07,"Amusement/Theme Park","Asia Pacific"
" OCEAN PARK"," HONG KONG"," SAR","2019",5.7e+07,"Amusement/Theme Park","Asia Pacific"
" OCEAN PARK"," HONG KONG"," SAR","2020",2.2e+07,"Amusement/Theme Park","Asia Pacific"
" OCEAN PARK"," HONG KONG"," SAR","2021",1.4e+07,"Amusement/Theme Park","Asia Pacific"
" HONG KONG DISNEYLAND"," HONG KONG"," SAR","2019",56950000,"Amusement/Theme Park","Asia Pacific"
" HONG KONG DISNEYLAND"," HONG KONG"," SAR","2020",1.7e+07,"Amusement/Theme Park","Asia Pacific"
" HONG KONG DISNEYLAND"," HONG KONG"," SAR","2021",2.8e+07,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," BEIJING"," CHINA","2019",51600000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," BEIJING"," CHINA","2020",39500000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," BEIJING"," CHINA","2021",49300000,"Amusement/Theme Park","Asia Pacific"
" CHIMELONG PARADISE"," GUANGZHOU"," CHINA","2019",49050000,"Amusement/Theme Park","Asia Pacific"
" CHIMELONG PARADISE"," GUANGZHOU"," CHINA","2020",26810000,"Amusement/Theme Park","Asia Pacific"
" CHIMELONG PARADISE"," GUANGZHOU"," CHINA","2021",38900000,"Amusement/Theme Park","Asia Pacific"
" UNIVERSAL STUDIOS SINGAPORE"," Sentosa"," SINGAPORE","2019",4.5e+07,"Amusement/Theme Park","Asia Pacific"
" UNIVERSAL STUDIOS SINGAPORE"," Sentosa"," SINGAPORE","2020",10980000,"Amusement/Theme Park","Asia Pacific"
" UNIVERSAL STUDIOS SINGAPORE"," Sentosa"," SINGAPORE","2021",1.2e+07,"Amusement/Theme Park","Asia Pacific"
" CHINA DINOSAUR PARK"," CHANGZHOU"," CHINA","2019",44340000,"Amusement/Theme Park","Asia Pacific"
" CHINA DINOSAUR PARK"," CHANGZHOU"," CHINA","2020",23750000,"Amusement/Theme Park","Asia Pacific"
" CHINA DINOSAUR PARK"," CHANGZHOU"," CHINA","2021",2.5e+07,"Amusement/Theme Park","Asia Pacific"
" OCT WINDOW OF THE WORLD"," SHENZHEN"," CHINA","2019",39900000,"Amusement/Theme Park","Asia Pacific"
" OCT WINDOW OF THE WORLD"," SHENZHEN"," CHINA","2020",18900000,"Amusement/Theme Park","Asia Pacific"
" OCT WINDOW OF THE WORLD"," SHENZHEN"," CHINA","2021",2.4e+07,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," SHENZHEN"," CHINA","2019",39800000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," SHENZHEN"," CHINA","2020",31200000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," SHENZHEN"," CHINA","2021",33100000,"Amusement/Theme Park","Asia Pacific"
" ZHENGZHOU FANTAWILD ADVENTURE"," ZHENGZHOU"," CHINA","2019",38400000,"Amusement/Theme Park","Asia Pacific"
" ZHENGZHOU FANTAWILD ADVENTURE"," ZHENGZHOU"," CHINA","2020",34210000,"Amusement/Theme Park","Asia Pacific"
" ZHENGZHOU FANTAWILD ADVENTURE"," ZHENGZHOU"," CHINA","2021",27520000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," CHENGDU"," CHINA","2019",35800000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," CHENGDU"," CHINA","2020",26200000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," CHENGDU"," CHINA","2021",29400000,"Amusement/Theme Park","Asia Pacific"
" NINGBO FANTAWILD ORIENTAL HERITAGE"," NINGBO"," CHINA","2019",35750000,"Amusement/Theme Park","Asia Pacific"
" NINGBO FANTAWILD ORIENTAL HERITAGE"," NINGBO"," CHINA","2020",22570000,"Amusement/Theme Park","Asia Pacific"
" NINGBO FANTAWILD ORIENTAL HERITAGE"," NINGBO"," CHINA","2021",23080000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," SHANGHAI"," CHINA","2019",33900000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," SHANGHAI"," CHINA","2020",27300000,"Amusement/Theme Park","Asia Pacific"
" OCT HAPPY VALLEY"," SHANGHAI"," CHINA","2021",3.3e+07,"Amusement/Theme Park","Asia Pacific"
"DISNEYLAND PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2019",97450000,"Amusement/Theme Park","EMEA"
"DISNEYLAND PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2020",26200000,"Amusement/Theme Park","EMEA"
"DISNEYLAND PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2021",3.5e+07,"Amusement/Theme Park","EMEA"
"DISNEYLAND PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2022",99300000,"Amusement/Theme Park","EMEA"
"EUROPA-PARK"," RUST"," GERMANY","2019",57500000,"Amusement/Theme Park","EMEA"
"EUROPA-PARK"," RUST"," GERMANY","2020",2.5e+07,"Amusement/Theme Park","EMEA"
"EUROPA-PARK"," RUST"," GERMANY","2021",3e+07,"Amusement/Theme Park","EMEA"
"EUROPA-PARK"," RUST"," GERMANY","2022",5.4e+07,"Amusement/Theme Park","EMEA"
"DE EFTELING THEME PARK RESORT"," KAATSHEUVEL"," NETHERLANDS","2019",52600000,"Amusement/Theme Park","EMEA"
"DE EFTELING THEME PARK RESORT"," KAATSHEUVEL"," NETHERLANDS","2020",2.9e+07,"Amusement/Theme Park","EMEA"
"DE EFTELING THEME PARK RESORT"," KAATSHEUVEL"," NETHERLANDS","2021",3.3e+07,"Amusement/Theme Park","EMEA"
"DE EFTELING THEME PARK RESORT"," KAATSHEUVEL"," NETHERLANDS","2022",54300000,"Amusement/Theme Park","EMEA"
"WALT DISNEY STUDIOS PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2019",52450000,"Amusement/Theme Park","EMEA"
"WALT DISNEY STUDIOS PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2020",14100000,"Amusement/Theme Park","EMEA"
"WALT DISNEY STUDIOS PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2021",18840000,"Amusement/Theme Park","EMEA"
"WALT DISNEY STUDIOS PARK AT DISNEYLAND PARIS"," MARNE-LA-VALLEE"," FRANCE","2022",53400000,"Amusement/Theme Park","EMEA"
"TIVOLI GARDENS"," COPENHAGEN"," DENMARK","2019",45810000,"Amusement/Theme Park","EMEA"
"TIVOLI GARDENS"," COPENHAGEN"," DENMARK","2020",16280000,"Amusement/Theme Park","EMEA"
"TIVOLI GARDENS"," COPENHAGEN"," DENMARK","2021",2.4e+07,"Amusement/Theme Park","EMEA"
"TIVOLI GARDENS"," COPENHAGEN"," DENMARK","2022",38640000,"Amusement/Theme Park","EMEA"
"PORTAVENTURA WORLD"," SALOU"," SPAIN","2019",37500000,"Amusement/Theme Park","EMEA"
"PORTAVENTURA WORLD"," SALOU"," SPAIN","2020",7e+06,"Amusement/Theme Park","EMEA"
"PORTAVENTURA WORLD"," SALOU"," SPAIN","2021",2.4e+07,"Amusement/Theme Park","EMEA"
"PORTAVENTURA WORLD"," SALOU"," SPAIN","2022",37500000,"Amusement/Theme Park","EMEA"
"LISEBERG"," GOTHENBURG"," SWEDEN","2019",29500000,"Amusement/Theme Park","EMEA"
"LISEBERG"," GOTHENBURG"," SWEDEN","2020",0,"Amusement/Theme Park","EMEA"
"LISEBERG"," GOTHENBURG"," SWEDEN","2021",14470000,"Amusement/Theme Park","EMEA"
"LISEBERG"," GOTHENBURG"," SWEDEN","2022",2.5e+07,"Amusement/Theme Park","EMEA"
"GARDALAND"," CASTELNUOVO DEL GARDA"," ITALY","2019",29200000,"Amusement/Theme Park","EMEA"
"GARDALAND"," CASTELNUOVO DEL GARDA"," ITALY","2020",13500000,"Amusement/Theme Park","EMEA"
"GARDALAND"," CASTELNUOVO DEL GARDA"," ITALY","2021",2.2e+07,"Amusement/Theme Park","EMEA"
"GARDALAND"," CASTELNUOVO DEL GARDA"," ITALY","2022",29500000,"Amusement/Theme Park","EMEA"
"LEGOLAND WINDSOR"," WINDSOR"," U.K.","2019",24300000,"Amusement/Theme Park","EMEA"
"LEGOLAND WINDSOR"," WINDSOR"," U.K.","2020",4500000,"Amusement/Theme Park","EMEA"
"LEGOLAND WINDSOR"," WINDSOR"," U.K.","2021",1.5e+07,"Amusement/Theme Park","EMEA"
"LEGOLAND WINDSOR"," WINDSOR"," U.K.","2022",2.4e+07,"Amusement/Theme Park","EMEA"
"PARC ASTERIX"," PLAILLY"," FRANCE","2019",23260000,"Amusement/Theme Park","EMEA"
"PARC ASTERIX"," PLAILLY"," FRANCE","2020",11630000,"Amusement/Theme Park","EMEA"
"PARC ASTERIX"," PLAILLY"," FRANCE","2021",1.3e+07,"Amusement/Theme Park","EMEA"
"PARC ASTERIX"," PLAILLY"," FRANCE","2022",26320000,"Amusement/Theme Park","EMEA"
"PUY DU FOU"," LES EPESSES"," FRANCE","2019",23080000,"Amusement/Theme Park","EMEA"
"PUY DU FOU"," LES EPESSES"," FRANCE","2020",9230000,"Amusement/Theme Park","EMEA"
"PUY DU FOU"," LES EPESSES"," FRANCE","2021",16160000,"Amusement/Theme Park","EMEA"
"PUY DU FOU"," LES EPESSES"," FRANCE","2022",23420000,"Amusement/Theme Park","EMEA"
"PARQUE WARNER"," MADRID"," SPAIN","2019",22320000,"Amusement/Theme Park","EMEA"
"PARQUE WARNER"," MADRID"," SPAIN","2020",4500000,"Amusement/Theme Park","EMEA"
"PARQUE WARNER"," MADRID"," SPAIN","2021",1.3e+07,"Amusement/Theme Park","EMEA"
"PARQUE WARNER"," MADRID"," SPAIN","2022",18600000,"Amusement/Theme Park","EMEA"
"ALTON TOWERS"," STAFFORDSHIRE"," U.K.","2019",21300000,"Amusement/Theme Park","EMEA"
"ALTON TOWERS"," STAFFORDSHIRE"," U.K.","2020",6700000,"Amusement/Theme Park","EMEA"
"ALTON TOWERS"," STAFFORDSHIRE"," U.K.","2021",1.8e+07,"Amusement/Theme Park","EMEA"
"ALTON TOWERS"," STAFFORDSHIRE"," U.K.","2022",2.3e+07,"Amusement/Theme Park","EMEA"
"PHANTASIALAND"," BRÜHL"," GERMANY","2019",20500000,"Amusement/Theme Park","EMEA"
"PHANTASIALAND"," BRÜHL"," GERMANY","2020",1e+07,"Amusement/Theme Park","EMEA"
"PHANTASIALAND"," BRÜHL"," GERMANY","2021",11800000,"Amusement/Theme Park","EMEA"
"PHANTASIALAND"," BRÜHL"," GERMANY","2022",2.1e+07,"Amusement/Theme Park","EMEA"
"LEGOLAND BILLUND"," BILLUND"," DENMARK","2019",19500000,"Amusement/Theme Park","EMEA"
"LEGOLAND BILLUND"," BILLUND"," DENMARK","2020",7e+06,"Amusement/Theme Park","EMEA"
"LEGOLAND BILLUND"," BILLUND"," DENMARK","2021",8500000,"Amusement/Theme Park","EMEA"
"LEGOLAND BILLUND"," BILLUND"," DENMARK","2022",22420000,"Amusement/Theme Park","EMEA"
"THORPE PARK"," CHERTSEY"," U.K.","2019",1.9e+07,"Amusement/Theme Park","EMEA"
"THORPE PARK"," CHERTSEY"," U.K.","2020",6e+06,"Amusement/Theme Park","EMEA"
"THORPE PARK"," CHERTSEY"," U.K.","2021",1.7e+07,"Amusement/Theme Park","EMEA"
"THORPE PARK"," CHERTSEY"," U.K.","2022",1.6e+07,"Amusement/Theme Park","EMEA"
"FUTUROSCOPE"," JAUNAY-CLAN"," FRANCE","2019",1.9e+07,"Amusement/Theme Park","EMEA"
"FUTUROSCOPE"," JAUNAY-CLAN"," FRANCE","2020",9e+06,"Amusement/Theme Park","EMEA"
"FUTUROSCOPE"," JAUNAY-CLAN"," FRANCE","2021",1.1e+07,"Amusement/Theme Park","EMEA"
"FUTUROSCOPE"," JAUNAY-CLAN"," FRANCE","2022",19200000,"Amusement/Theme Park","EMEA"
"LEGOLAND DEUTSCHLAND"," GÜNZBURG"," GERMANY","2019",1.7e+07,"Amusement/Theme Park","EMEA"
"LEGOLAND DEUTSCHLAND"," GÜNZBURG"," GERMANY","2020",7500000,"Amusement/Theme Park","EMEA"
"LEGOLAND DEUTSCHLAND"," GÜNZBURG"," GERMANY","2021",9e+06,"Amusement/Theme Park","EMEA"
"LEGOLAND DEUTSCHLAND"," GÜNZBURG"," GERMANY","2022",1.7e+07,"Amusement/Theme Park","EMEA"
"HEIDE PARK"," SOLTAU"," GERMANY","2019",1.7e+07,"Amusement/Theme Park","EMEA"
"HEIDE PARK"," SOLTAU"," GERMANY","2020",9500000,"Amusement/Theme Park","EMEA"
"HEIDE PARK"," SOLTAU"," GERMANY","2021",1.3e+07,"Amusement/Theme Park","EMEA"
"HEIDE PARK"," SOLTAU"," GERMANY","2022",1.6e+07,"Amusement/Theme Park","EMEA"
"CHESSINGTON WORLD OF ADVENTURES"," CHESSINGTON"," U.K.","2019",16900000,"Amusement/Theme Park","EMEA"
"CHESSINGTON WORLD OF ADVENTURES"," CHESSINGTON"," U.K.","2020",5100000,"Amusement/Theme Park","EMEA"
"CHESSINGTON WORLD OF ADVENTURES"," CHESSINGTON"," U.K.","2021",14500000,"Amusement/Theme Park","EMEA"
"CHESSINGTON WORLD OF ADVENTURES"," CHESSINGTON"," U.K.","2022",1.5e+07,"Amusement/Theme Park","EMEA"
"DISNEY'S TYPHOON LAGOON WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2019",22480000,"Water Park","North America"
"DISNEY'S TYPHOON LAGOON WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2020",0,"Water Park","North America"
"DISNEY'S TYPHOON LAGOON WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2021",0,"Water Park","North America"
"DISNEY'S TYPHOON LAGOON WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2022",19150000,"Water Park","North America"
"DISNEY'S BLIZZARD BEACH WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2019",19830000,"Water Park","North America"
"DISNEY'S BLIZZARD BEACH WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2020",3160000,"Water Park","North America"
"DISNEY'S BLIZZARD BEACH WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2021",12010000,"Water Park","North America"
"DISNEY'S BLIZZARD BEACH WATER PARK AT WALT DISNEY WORLD RESORT"," ORLANDO"," U.S.","2022",1010000,"Water Park","North America"
"UNIVERSAL'S VOLCANO BAY"," ORLANDO"," U.S.","2019",18110000,"Water Park","North America"
"UNIVERSAL'S VOLCANO BAY"," ORLANDO"," U.S.","2020",5510000,"Water Park","North America"
"UNIVERSAL'S VOLCANO BAY"," ORLANDO"," U.S.","2021",16910000,"Water Park","North America"
"UNIVERSAL'S VOLCANO BAY"," ORLANDO"," U.S.","2022",18500000,"Water Park","North America"
"AQUATICA"," ORLANDO"," U.S.","2019",15330000,"Water Park","North America"
"AQUATICA"," ORLANDO"," U.S.","2020",5280000,"Water Park","North America"
"AQUATICA"," ORLANDO"," U.S.","2021",11470000,"Water Park","North America"
"AQUATICA"," ORLANDO"," U.S.","2022",15480000,"Water Park","North America"
"SCHLITTERBAHN"," NEW BRAUNFELS"," U.S.","2019",9960000,"Water Park","North America"
"SCHLITTERBAHN"," NEW BRAUNFELS"," U.S.","2020",4510000,"Water Park","North America"
"SCHLITTERBAHN"," NEW BRAUNFELS"," U.S.","2021",8880000,"Water Park","North America"
"SCHLITTERBAHN"," NEW BRAUNFELS"," U.S.","2022",9460000,"Water Park","North America"
"WATER COUNTRY USA"," WILLIAMSBURG"," U.S.","2019",7360000,"Water Park","North America"
"WATER COUNTRY USA"," WILLIAMSBURG"," U.S.","2020",0,"Water Park","North America"
"WATER COUNTRY USA"," WILLIAMSBURG"," U.S.","2021",7e+06,"Water Park","North America"
"WATER COUNTRY USA"," WILLIAMSBURG"," U.S.","2022",7070000,"Water Park","North America"
"ADVENTURE ISLAND"," TAMPA"," U.S.","2019",6560000,"Water Park","North America"
"ADVENTURE ISLAND"," TAMPA"," U.S.","2020",1250000,"Water Park","North America"
"ADVENTURE ISLAND"," TAMPA"," U.S.","2021",5930000,"Water Park","North America"
"ADVENTURE ISLAND"," TAMPA"," U.S.","2022",6360000,"Water Park","North America"
"AQUATICA SAN ANTONIO"," SAN ANTONIO"," U.S.","2019",6510000,"Water Park","North America"
"AQUATICA SAN ANTONIO"," SAN ANTONIO"," U.S.","2020",2630000,"Water Park","North America"
"AQUATICA SAN ANTONIO"," SAN ANTONIO"," U.S.","2021",5860000,"Water Park","North America"
"AQUATICA SAN ANTONIO"," SAN ANTONIO"," U.S.","2022",6310000,"Water Park","North America"
"SCHLITTERBAHN"," GALVESTON"," U.S.","2019",5670000,"Water Park","North America"
"SCHLITTERBAHN"," GALVESTON"," U.S.","2020",3370000,"Water Park","North America"
"SCHLITTERBAHN"," GALVESTON"," U.S.","2021",4020000,"Water Park","North America"
"SCHLITTERBAHN"," GALVESTON"," U.S.","2022",5390000,"Water Park","North America"
"SPLISH SPLASH"," CALVERTON"," U.S.","2019",5420000,"Water Park","North America"
"SPLISH SPLASH"," CALVERTON"," U.S.","2020",0,"Water Park","North America"
"SPLISH SPLASH"," CALVERTON"," U.S.","2021",0,"Water Park","North America"
"SPLISH SPLASH"," CALVERTON"," U.S.","2022",0,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," ARLINGTON"," U.S.","2019",5380000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," ARLINGTON"," U.S.","2020",2350000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," ARLINGTON"," U.S.","2021",3770000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," ARLINGTON"," U.S.","2022",3880000,"Water Park","North America"
"SIX FLAGS WHITE WATER ATLANTA"," MARIETTA"," U.S.","2019",5260000,"Water Park","North America"
"SIX FLAGS WHITE WATER ATLANTA"," MARIETTA"," U.S.","2020",2380000,"Water Park","North America"
"SIX FLAGS WHITE WATER ATLANTA"," MARIETTA"," U.S.","2021",3680000,"Water Park","North America"
"SIX FLAGS WHITE WATER ATLANTA"," MARIETTA"," U.S.","2022",3500000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," JACKSON"," U.S.","2019",4820000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," JACKSON"," U.S.","2020",850000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," JACKSON"," U.S.","2021",4480000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR"," JACKSON"," U.S.","2022",4260000,"Water Park","North America"
"TYPHOON TEXAS"," KATY"," U.S.","2019",4780000,"Water Park","North America"
"TYPHOON TEXAS"," KATY"," U.S.","2020",2030000,"Water Park","North America"
"TYPHOON TEXAS"," KATY"," U.S.","2021",3400000,"Water Park","North America"
"TYPHOON TEXAS"," KATY"," U.S.","2022",3640000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR SPLASHTOWN"," SPRING"," U.S.","2019",4750000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR SPLASHTOWN"," SPRING"," U.S.","2020",0,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR SPLASHTOWN"," SPRING"," U.S.","2021",3330000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR SPLASHTOWN"," SPRING"," U.S.","2022",3430000,"Water Park","North America"
"ZOOMBEZI BAY"," POWELL"," U.S.","2019",4660000,"Water Park","North America"
"ZOOMBEZI BAY"," POWELL"," U.S.","2020",1760000,"Water Park","North America"
"ZOOMBEZI BAY"," POWELL"," U.S.","2021",3730000,"Water Park","North America"
"ZOOMBEZI BAY"," POWELL"," U.S.","2022",3990000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR PHOENIX"," GLENDALE"," U.S.","2019",4410000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR PHOENIX"," GLENDALE"," U.S.","2020",0,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR PHOENIX"," GLENDALE"," U.S.","2021",3090000,"Water Park","North America"
"SIX FLAGS HURRICANE HARBOR PHOENIX"," GLENDALE"," U.S.","2022",3180000,"Water Park","North America"
"CAMELBEACH"," TANNERSVILLE"," U.S.","2019",4390000,"Water Park","North America"
"CAMELBEACH"," TANNERSVILLE"," U.S.","2020",1510000,"Water Park","North America"
"CAMELBEACH"," TANNERSVILLE"," U.S.","2021",2250000,"Water Park","North America"
"CAMELBEACH"," TANNERSVILLE"," U.S.","2022",3730000,"Water Park","North America"
"DOLLYWOOD'S SPLASH COUNTRY"," PIGEON FORGE"," U.S.","2019",4330000,"Water Park","North America"
"DOLLYWOOD'S SPLASH COUNTRY"," PIGEON FORGE"," U.S.","2020",1880000,"Water Park","North America"
